ANO_ELEICAO,SG_PARTIDO,DS_CARGO,eleitos_partido_BR,total_BR,coeficiente_BR,eleitos_partido_CE,total_CE,coeficiente_CE
2010,PSL,DEPUTADO ESTADUAL,14,909,1.54,1,40,2.5
2010,PT,DEPUTADO ESTADUAL,125,909,13.75,4,40,10.0
2010,PV,DEPUTADO ESTADUAL,32,909,3.52,2,40,5.0
2010,REPUBLICANOS*,DEPUTADO ESTADUAL,15,909,1.65,2,40,5.0
2010,UNIÃO,0,0,0,0.0,0,0,0.0
2014,CIDADANIA*,DEPUTADO ESTADUAL,22,1035,2.13,1,46,2.17
2014,DC*,DEPUTADO ESTADUAL,9,1035,0.87,1,46,2.17
2014,MDB*,DEPUTADO ESTADUAL,139,1035,13.43,6,46,13.04
2014,PATRI,0,0,0,0.0,0,0,0.0
2014,PDT,DEPUTADO ESTADUAL,57,1035,5.51,3,46,6.52
2014,PHS*,DEPUTADO ESTADUAL,10,1035,0.97,1,46,2.17
2014,PL*,DEPUTADO ESTADUAL,45,1035,4.35,2,46,4.35
2014,PP*,DEPUTADO ESTADUAL,50,1035,4.83,2,46,4.35
2014,PPR,0,0,0,0.0,0,0,0.0
2014,PROS,DEPUTADO ESTADUAL,30,1035,2.9,12,46,26.09
2014,PSB,DEPUTADO ESTADUAL,63,1035,6.09,0,46,0.0
2014,PSD,DEPUTADO ESTADUAL,73,1035,7.05,2,46,4.35
2014,PSDB,DEPUTADO ESTADUAL,96,1035,9.28,1,46,2.17
2014,PSL,DEPUTADO ESTADUAL,16,1035,1.55,1,46,2.17
2014,PT,DEPUTADO ESTADUAL,106,1035,10.24,2,46,4.35
2014,PV,DEPUTADO ESTADUAL,25,1035,2.42,1,46,2.17
2014,REPUBLICANOS*,DEPUTADO ESTADUAL,32,1035,3.09,1,46,2.17
2014,UNIÃO,0,0,0,0.0,0,0,0.0
2018,CIDADANIA*,DEPUTADO ESTADUAL,22,1035,2.13,1,46,2.17
2018,DC*,DEPUTADO ESTADUAL,10,1035,0.97,0,46,0.0
2018,MDB*,DEPUTADO ESTADUAL,92,1035,8.89,4,46,8.7
2018,PATRI,DEPUTADO ESTADUAL,16,1035,1.55,3,46,6.52
2018,PDT,DEPUTADO ESTADUAL,51,1035,4.93,14,46,30.43
2018,PHS*,DEPUTADO ESTADUAL,14,1035,1.35,0,46,0.0
2018,PL*,DEPUTADO ESTADUAL,43,1035,4.15,1,46,2.17
2018,PP*,DEPUTADO ESTADUAL,68,1035,6.57,3,46,6.52
2018,PPR,0,0,0,0.0,0,0,0.0
2018,PROS,DEPUTADO ESTADUAL,18,1035,1.74,2,46,4.35
2018,PSB,DEPUTADO ESTADUAL,64,1035,6.18,1,46,2.17
2018,PSD,DEPUTADO ESTADUAL,60,1035,5.8,2,46,4.35
2018,PSDB,DEPUTADO ESTADUAL,73,1035,7.05,2,46,4.35
2018,PSL,DEPUTADO ESTADUAL,72,1035,6.96,2,46,4.35
2018,PT,DEPUTADO ESTADUAL,84,1035,8.12,4,46,8.7
2018,PV,DEPUTADO ESTADUAL,28,1035,2.71,0,46,0.0
2018,REPUBLICANOS*,DEPUTADO ESTADUAL,41,1035,3.96,1,46,2.17
2018,UNIÃO,0,0,0,0.0,0,0,0.0
2022,CIDADANIA*,DEPUTADO ESTADUAL,18,1035,1.74,1,46,2.17
2022,DC*,DEPUTADO ESTADUAL,1,1035,0.1,0,46,0.0
2022,MDB*,DEPUTADO ESTADUAL,91,1035,8.79,3,46,6.52
2022,PATRI,0,0,0,0.0,0,0,0.0
2022,PDT,DEPUTADO ESTADUAL,44,1035,4.25,13,46,28.26
2022,PHS*,0,0,0,0.0,0,0,0.0
2022,PL*,DEPUTADO ESTADUAL,124,1035,11.98,4,46,8.7
2022,PP*,DEPUTADO ESTADUAL,84,1035,8.12,3,46,6.52
2022,PPR,0,0,0,0.0,0,0,0.0
2022,PROS,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2022,PSB,DEPUTADO ESTADUAL,54,1035,5.22,0,46,0.0
2022,PSD,DEPUTADO ESTADUAL,77,1035,7.44,3,46,6.52
2022,PSDB,DEPUTADO ESTADUAL,55,1035,5.31,1,46,2.17
2022,PSL,0,0,0,0.0,0,0,0.0
2022,PT,DEPUTADO ESTADUAL,114,1035,11.01,8,46,17.39
2022,PV,DEPUTADO ESTADUAL,20,1035,1.93,0,46,0.0
2022,REPUBLICANOS*,DEPUTADO ESTADUAL,75,1035,7.25,2,46,4.35
2022,UNIÃO,DEPUTADO ESTADUAL,98,1035,9.47,4,46,8.7
