ANO_ELEICAO,SG_PARTIDO,DS_CARGO,eleitos_partido_BR,total_BR,coeficiente_BR,eleitos_partido_CE,total_CE,coeficiente_CE
2002,MDB*,DEPUTADO ESTADUAL,113,909,12.43,4,39,10.26
2002,MOBILIZA*,DEPUTADO ESTADUAL,7,909,0.77,0,39,0.0
2002,PAN,DEPUTADO ESTADUAL,1,909,0.11,0,39,0.0
2002,PC DO B,DEPUTADO ESTADUAL,15,909,1.65,1,39,2.56
2002,PDT,DEPUTADO ESTADUAL,54,909,5.94,1,39,2.56
2002,PGT,DEPUTADO ESTADUAL,2,909,0.22,0,39,0.0
2002,PHS*,DEPUTADO ESTADUAL,2,909,0.22,2,39,5.13
2002,PL*,DEPUTADO ESTADUAL,46,909,5.06,2,39,5.13
2002,PP*,DEPUTADO ESTADUAL,82,909,9.02,2,39,5.13
2002,PRONA,DEPUTADO ESTADUAL,7,909,0.77,0,39,0.0
2002,PRP,DEPUTADO ESTADUAL,5,909,0.55,0,39,0.0
2002,PRTB*,DEPUTADO ESTADUAL,3,909,0.33,0,39,0.0
2002,PSB,DEPUTADO ESTADUAL,51,909,5.61,1,39,2.56
2002,PSC,DEPUTADO ESTADUAL,11,909,1.21,0,39,0.0
2002,PSD,DEPUTADO ESTADUAL,19,909,2.09,1,39,2.56
2002,PSDB,DEPUTADO ESTADUAL,118,909,12.98,15,39,38.46
2002,PSL,DEPUTADO ESTADUAL,10,909,1.1,1,39,2.56
2002,PST,DEPUTADO ESTADUAL,12,909,1.32,1,39,2.56
2002,PT,DEPUTADO ESTADUAL,130,909,14.3,4,39,10.26
2002,PTB,DEPUTADO ESTADUAL,51,909,5.61,0,39,0.0
2002,PTN,DEPUTADO ESTADUAL,2,909,0.22,0,39,0.0
2002,PV,DEPUTADO ESTADUAL,10,909,1.1,0,39,0.0
2006,AGIR*,DEPUTADO ESTADUAL,4,907,0.44,0,40,0.0
2006,AVANTE*,DEPUTADO ESTADUAL,14,907,1.54,0,40,0.0
2006,CIDADANIA*,DEPUTADO ESTADUAL,36,907,3.97,0,40,0.0
2006,DC*,DEPUTADO ESTADUAL,5,907,0.55,2,40,5.0
2006,DEM*,DEPUTADO ESTADUAL,98,907,10.8,1,40,2.5
2006,MDB*,DEPUTADO ESTADUAL,144,907,15.88,5,40,12.5
2006,MOBILIZA*,DEPUTADO ESTADUAL,27,907,2.98,0,40,0.0
2006,PAN,DEPUTADO ESTADUAL,6,907,0.66,1,40,2.5
2006,PC DO B,DEPUTADO ESTADUAL,10,907,1.1,1,40,2.5
2006,PCB,DEPUTADO ESTADUAL,1,907,0.11,0,40,0.0
2006,PDT,DEPUTADO ESTADUAL,58,907,6.39,2,40,5.0
2006,PHS*,DEPUTADO ESTADUAL,5,907,0.55,1,40,2.5
2006,PL*,DEPUTADO ESTADUAL,27,907,2.98,0,40,0.0
2006,PP*,DEPUTADO ESTADUAL,47,907,5.18,0,40,0.0
2006,PRONA,DEPUTADO ESTADUAL,5,907,0.55,0,40,0.0
2006,PRP,DEPUTADO ESTADUAL,5,907,0.55,0,40,0.0
2006,PRTB*,DEPUTADO ESTADUAL,6,907,0.66,0,40,0.0
2006,PSB,DEPUTADO ESTADUAL,55,907,6.06,8,40,20.0
2006,PSC,DEPUTADO ESTADUAL,23,907,2.54,0,40,0.0
2006,PSDB,DEPUTADO ESTADUAL,134,907,14.77,13,40,32.5
2006,PSL,DEPUTADO ESTADUAL,6,907,0.66,2,40,5.0
2006,PSOL,DEPUTADO ESTADUAL,2,907,0.22,0,40,0.0
2006,PT,DEPUTADO ESTADUAL,109,907,12.02,3,40,7.5
2006,PTB,DEPUTADO ESTADUAL,43,907,4.74,0,40,0.0
2006,PTN,DEPUTADO ESTADUAL,6,907,0.66,0,40,0.0
2006,PV,DEPUTADO ESTADUAL,28,907,3.09,1,40,2.5
2006,REPUBLICANOS*,DEPUTADO ESTADUAL,3,907,0.33,0,40,0.0
2010,AGIR*,DEPUTADO ESTADUAL,7,909,0.77,0,40,0.0
2010,AVANTE*,DEPUTADO ESTADUAL,14,909,1.54,1,40,2.5
2010,CIDADANIA*,DEPUTADO ESTADUAL,27,909,2.97,0,40,0.0
2010,DC*,DEPUTADO ESTADUAL,5,909,0.55,0,40,0.0
2010,DEM*,DEPUTADO ESTADUAL,63,909,6.93,1,40,2.5
2010,MDB*,DEPUTADO ESTADUAL,132,909,14.52,2,40,5.0
2010,MOBILIZA*,DEPUTADO ESTADUAL,18,909,1.98,1,40,2.5
2010,PC DO B,DEPUTADO ESTADUAL,16,909,1.76,1,40,2.5
2010,PDT,DEPUTADO ESTADUAL,66,909,7.26,3,40,7.5
2010,PHS*,DEPUTADO ESTADUAL,7,909,0.77,1,40,2.5
2010,PL*,DEPUTADO ESTADUAL,47,909,5.17,2,40,5.0
2010,PP*,DEPUTADO ESTADUAL,45,909,4.95,0,40,0.0
2010,PRP,DEPUTADO ESTADUAL,10,909,1.1,1,40,2.5
2010,PRTB*,DEPUTADO ESTADUAL,9,909,0.99,0,40,0.0
2010,PSB,DEPUTADO ESTADUAL,66,909,7.26,10,40,25.0
2010,PSC,DEPUTADO ESTADUAL,29,909,3.19,0,40,0.0
2010,PSDB,DEPUTADO ESTADUAL,106,909,11.66,6,40,15.0
2010,PSL,DEPUTADO ESTADUAL,14,909,1.54,1,40,2.5
2010,PSOL,DEPUTADO ESTADUAL,4,909,0.44,0,40,0.0
2010,PT,DEPUTADO ESTADUAL,125,909,13.75,4,40,10.0
2010,PTB,DEPUTADO ESTADUAL,39,909,4.29,1,40,2.5
2010,PTN,DEPUTADO ESTADUAL,13,909,1.43,1,40,2.5
2010,PV,DEPUTADO ESTADUAL,32,909,3.52,2,40,5.0
2010,REPUBLICANOS*,DEPUTADO ESTADUAL,15,909,1.65,2,40,5.0
2014,AGIR*,DEPUTADO ESTADUAL,10,1035,0.97,0,46,0.0
2014,AVANTE*,DEPUTADO ESTADUAL,14,1035,1.35,0,46,0.0
2014,CIDADANIA*,DEPUTADO ESTADUAL,22,1035,2.13,1,46,2.17
2014,DC*,DEPUTADO ESTADUAL,9,1035,0.87,1,46,2.17
2014,DEM*,DEPUTADO ESTADUAL,45,1035,4.35,1,46,2.17
2014,MDB*,DEPUTADO ESTADUAL,139,1035,13.43,6,46,13.04
2014,MOBILIZA*,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2014,PATRIOTA*,DEPUTADO ESTADUAL,14,1035,1.35,1,46,2.17
2014,PC DO B,DEPUTADO ESTADUAL,25,1035,2.42,2,46,4.35
2014,PDT,DEPUTADO ESTADUAL,57,1035,5.51,3,46,6.52
2014,PHS*,DEPUTADO ESTADUAL,10,1035,0.97,1,46,2.17
2014,PL*,DEPUTADO ESTADUAL,45,1035,4.35,2,46,4.35
2014,PP*,DEPUTADO ESTADUAL,50,1035,4.83,2,46,4.35
2014,PPL,DEPUTADO ESTADUAL,3,1035,0.29,0,46,0.0
2014,PROS,DEPUTADO ESTADUAL,30,1035,2.9,12,46,26.09
2014,PRP,DEPUTADO ESTADUAL,12,1035,1.16,1,46,2.17
2014,PRTB*,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2014,PSB,DEPUTADO ESTADUAL,63,1035,6.09,0,46,0.0
2014,PSC,DEPUTADO ESTADUAL,35,1035,3.38,1,46,2.17
2014,PSD,DEPUTADO ESTADUAL,73,1035,7.05,2,46,4.35
2014,PSDB,DEPUTADO ESTADUAL,96,1035,9.28,1,46,2.17
2014,PSL,DEPUTADO ESTADUAL,16,1035,1.55,1,46,2.17
2014,PSOL,DEPUTADO ESTADUAL,12,1035,1.16,1,46,2.17
2014,PT,DEPUTADO ESTADUAL,106,1035,10.24,2,46,4.35
2014,PTB,DEPUTADO ESTADUAL,38,1035,3.67,0,46,0.0
2014,PTN,DEPUTADO ESTADUAL,17,1035,1.64,1,46,2.17
2014,PV,DEPUTADO ESTADUAL,25,1035,2.42,1,46,2.17
2014,REPUBLICANOS*,DEPUTADO ESTADUAL,32,1035,3.09,1,46,2.17
2014,SOLIDARIEDADE*,DEPUTADO ESTADUAL,21,1035,2.03,2,46,4.35
2018,AGIR*,DEPUTADO ESTADUAL,10,1035,0.97,0,46,0.0
2018,AVANTE*,DEPUTADO ESTADUAL,13,1035,1.26,0,46,0.0
2018,CIDADANIA*,DEPUTADO ESTADUAL,22,1035,2.13,1,46,2.17
2018,DC*,DEPUTADO ESTADUAL,10,1035,0.97,0,46,0.0
2018,DEM*,DEPUTADO ESTADUAL,53,1035,5.12,1,46,2.17
2018,MDB*,DEPUTADO ESTADUAL,92,1035,8.89,4,46,8.7
2018,MOBILIZA*,DEPUTADO ESTADUAL,6,1035,0.58,0,46,0.0
2018,NOVO,DEPUTADO ESTADUAL,11,1035,1.06,0,46,0.0
2018,PATRI,DEPUTADO ESTADUAL,16,1035,1.55,3,46,6.52
2018,PC DO B,DEPUTADO ESTADUAL,21,1035,2.03,2,46,4.35
2018,PDT,DEPUTADO ESTADUAL,51,1035,4.93,14,46,30.43
2018,PHS*,DEPUTADO ESTADUAL,14,1035,1.35,0,46,0.0
2018,PL*,DEPUTADO ESTADUAL,43,1035,4.15,1,46,2.17
2018,PMB,DEPUTADO ESTADUAL,2,1035,0.19,0,46,0.0
2018,PODE,DEPUTADO ESTADUAL,20,1035,1.93,0,46,0.0
2018,PP*,DEPUTADO ESTADUAL,68,1035,6.57,3,46,6.52
2018,PPL,DEPUTADO ESTADUAL,4,1035,0.39,0,46,0.0
2018,PROS,DEPUTADO ESTADUAL,18,1035,1.74,2,46,4.35
2018,PRP,DEPUTADO ESTADUAL,12,1035,1.16,0,46,0.0
2018,PRTB*,DEPUTADO ESTADUAL,16,1035,1.55,0,46,0.0
2018,PSB,DEPUTADO ESTADUAL,64,1035,6.18,1,46,2.17
2018,PSC,DEPUTADO ESTADUAL,29,1035,2.8,0,46,0.0
2018,PSD,DEPUTADO ESTADUAL,60,1035,5.8,2,46,4.35
2018,PSDB,DEPUTADO ESTADUAL,73,1035,7.05,2,46,4.35
2018,PSL,DEPUTADO ESTADUAL,72,1035,6.96,2,46,4.35
2018,PSOL,DEPUTADO ESTADUAL,16,1035,1.55,1,46,2.17
2018,PT,DEPUTADO ESTADUAL,84,1035,8.12,4,46,8.7
2018,PTB,DEPUTADO ESTADUAL,30,1035,2.9,0,46,0.0
2018,PV,DEPUTADO ESTADUAL,28,1035,2.71,0,46,0.0
2018,REDE,DEPUTADO ESTADUAL,7,1035,0.68,0,46,0.0
2018,REPUBLICANOS*,DEPUTADO ESTADUAL,41,1035,3.96,1,46,2.17
2018,SOLIDARIEDADE*,DEPUTADO ESTADUAL,29,1035,2.8,2,46,4.35
2022,AGIR*,DEPUTADO ESTADUAL,3,1035,0.29,0,46,0.0
2022,AVANTE*,DEPUTADO ESTADUAL,13,1035,1.26,1,46,2.17
2022,CIDADANIA*,DEPUTADO ESTADUAL,18,1035,1.74,1,46,2.17
2022,DC*,DEPUTADO ESTADUAL,1,1035,0.1,0,46,0.0
2022,MDB*,DEPUTADO ESTADUAL,91,1035,8.79,3,46,6.52
2022,MOBILIZA*,DEPUTADO ESTADUAL,4,1035,0.39,1,46,2.17
2022,NOVO,DEPUTADO ESTADUAL,5,1035,0.48,0,46,0.0
2022,PATRIOTA*,DEPUTADO ESTADUAL,17,1035,1.64,0,46,0.0
2022,PC DO B,DEPUTADO ESTADUAL,18,1035,1.74,1,46,2.17
2022,PDT,DEPUTADO ESTADUAL,44,1035,4.25,13,46,28.26
2022,PL*,DEPUTADO ESTADUAL,124,1035,11.98,4,46,8.7
2022,PMB,DEPUTADO ESTADUAL,3,1035,0.29,0,46,0.0
2022,PODE,DEPUTADO ESTADUAL,27,1035,2.61,0,46,0.0
2022,PP*,DEPUTADO ESTADUAL,84,1035,8.12,3,46,6.52
2022,PROS,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2022,PRTB*,DEPUTADO ESTADUAL,6,1035,0.58,0,46,0.0
2022,PSB,DEPUTADO ESTADUAL,54,1035,5.22,0,46,0.0
2022,PSC,DEPUTADO ESTADUAL,20,1035,1.93,0,46,0.0
2022,PSD,DEPUTADO ESTADUAL,77,1035,7.44,3,46,6.52
2022,PSDB,DEPUTADO ESTADUAL,55,1035,5.31,1,46,2.17
2022,PSOL,DEPUTADO ESTADUAL,20,1035,1.93,1,46,2.17
2022,PT,DEPUTADO ESTADUAL,114,1035,11.01,8,46,17.39
2022,PTB,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2022,PV,DEPUTADO ESTADUAL,20,1035,1.93,0,46,0.0
2022,REDE,DEPUTADO ESTADUAL,7,1035,0.68,0,46,0.0
2022,REPUBLICANOS*,DEPUTADO ESTADUAL,75,1035,7.25,2,46,4.35
2022,SOLIDARIEDADE*,DEPUTADO ESTADUAL,21,1035,2.03,0,46,0.0
2022,UNIÃO,DEPUTADO ESTADUAL,98,1035,9.47,4,46,8.7
