ANO_ELEICAO,SG_PARTIDO,DS_CARGO,eleitos_partido_BR,total_BR,coeficiente_BR,eleitos_partido_CE,total_CE,coeficiente_CE
1998,PTB,DEPUTADO FEDERAL,25,450,5.56,0,20,0.0
1998,PV,DEPUTADO FEDERAL,1,450,0.22,0,20,0.0
2002,CIDADANIA*,DEPUTADO FEDERAL,12,435,2.76,1,18,5.56
2002,DC*,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,DEM*,DEPUTADO FEDERAL,73,435,16.78,2,18,11.11
2002,MDB*,DEPUTADO FEDERAL,64,435,14.71,4,18,22.22
2002,MOBILIZA*,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,PC DO B,DEPUTADO FEDERAL,11,435,2.53,1,18,5.56
2002,PDT,DEPUTADO FEDERAL,19,435,4.37,0,18,0.0
2002,PL*,DEPUTADO FEDERAL,22,435,5.06,1,18,5.56
2002,PP*,DEPUTADO FEDERAL,38,435,8.74,1,18,5.56
2002,PRONA,DEPUTADO FEDERAL,5,435,1.15,0,18,0.0
2002,PSB,DEPUTADO FEDERAL,19,435,4.37,0,18,0.0
2002,PSC,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,PSD,DEPUTADO FEDERAL,3,435,0.69,0,18,0.0
2002,PSDB,DEPUTADO FEDERAL,59,435,13.56,6,18,33.33
2002,PSL,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,PST,DEPUTADO FEDERAL,3,435,0.69,0,18,0.0
2002,PT,DEPUTADO FEDERAL,77,435,17.7,2,18,11.11
2002,PTB,DEPUTADO FEDERAL,22,435,5.06,0,18,0.0
2002,PV,DEPUTADO FEDERAL,4,435,0.92,0,18,0.0
2006,AGIR*,DEPUTADO FEDERAL,3,434,0.69,0,19,0.0
2006,AVANTE*,DEPUTADO FEDERAL,1,434,0.23,0,19,0.0
2006,CIDADANIA*,DEPUTADO FEDERAL,20,434,4.61,0,19,0.0
2006,DEM*,DEPUTADO FEDERAL,54,434,12.44,0,19,0.0
2006,MDB*,DEPUTADO FEDERAL,71,434,16.36,6,19,31.58
2006,MOBILIZA*,DEPUTADO FEDERAL,2,434,0.46,0,19,0.0
2006,PAN,DEPUTADO FEDERAL,1,434,0.23,0,19,0.0
2006,PC DO B,DEPUTADO FEDERAL,12,434,2.76,1,19,5.26
2006,PDT,DEPUTADO FEDERAL,19,434,4.38,0,19,0.0
2006,PHS*,DEPUTADO FEDERAL,2,434,0.46,0,19,0.0
2006,PL*,DEPUTADO FEDERAL,22,434,5.07,1,19,5.26
2006,PP*,DEPUTADO FEDERAL,36,434,8.29,1,19,5.26
2006,PRONA,DEPUTADO FEDERAL,2,434,0.46,0,19,0.0
2006,PSB,DEPUTADO FEDERAL,23,434,5.3,2,19,10.53
2006,PSC,DEPUTADO FEDERAL,6,434,1.38,0,19,0.0
2006,PSDB,DEPUTADO FEDERAL,56,434,12.9,4,19,21.05
2006,PSOL,DEPUTADO FEDERAL,3,434,0.69,0,19,0.0
2006,PT,DEPUTADO FEDERAL,71,434,16.36,3,19,15.79
2006,PTB,DEPUTADO FEDERAL,18,434,4.15,1,19,5.26
2006,PV,DEPUTADO FEDERAL,11,434,2.53,0,19,0.0
2006,REPUBLICANOS*,DEPUTADO FEDERAL,1,434,0.23,0,19,0.0
2010,AGIR*,DEPUTADO FEDERAL,1,446,0.22,0,19,0.0
2010,AVANTE*,DEPUTADO FEDERAL,3,446,0.67,0,19,0.0
2010,CIDADANIA*,DEPUTADO FEDERAL,10,446,2.24,0,19,0.0
2010,DEM*,DEPUTADO FEDERAL,36,446,8.07,0,19,0.0
2010,MDB*,DEPUTADO FEDERAL,73,446,16.37,5,19,26.32
2010,MOBILIZA*,DEPUTADO FEDERAL,4,446,0.9,0,19,0.0
2010,PC DO B,DEPUTADO FEDERAL,14,446,3.14,2,19,10.53
2010,PDT,DEPUTADO FEDERAL,21,446,4.71,1,19,5.26
2010,PHS*,DEPUTADO FEDERAL,2,446,0.45,0,19,0.0
2010,PL*,DEPUTADO FEDERAL,33,446,7.4,2,19,10.53
2010,PP*,DEPUTADO FEDERAL,41,446,9.19,1,19,5.26
2010,PRP,DEPUTADO FEDERAL,1,446,0.22,0,19,0.0
2010,PRTB*,DEPUTADO FEDERAL,2,446,0.45,0,19,0.0
2010,PSB,DEPUTADO FEDERAL,30,446,6.73,2,19,10.53
2010,PSC,DEPUTADO FEDERAL,15,446,3.36,0,19,0.0
2010,PSDB,DEPUTADO FEDERAL,48,446,10.76,1,19,5.26
2010,PSL,DEPUTADO FEDERAL,1,446,0.22,0,19,0.0
2010,PSOL,DEPUTADO FEDERAL,2,446,0.45,0,19,0.0
2010,PT,DEPUTADO FEDERAL,73,446,16.37,4,19,21.05
2010,PTB,DEPUTADO FEDERAL,18,446,4.04,1,19,5.26
2010,PV,DEPUTADO FEDERAL,11,446,2.47,0,19,0.0
2010,REPUBLICANOS*,DEPUTADO FEDERAL,7,446,1.57,0,19,0.0
2014,AGIR*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2014,AVANTE*,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2014,CIDADANIA*,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2014,DC*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2014,DEM*,DEPUTADO FEDERAL,21,513,4.09,1,22,4.55
2014,MDB*,DEPUTADO FEDERAL,65,513,12.67,3,22,13.64
2014,MOBILIZA*,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2014,PATRIOTA*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2014,PC DO B,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2014,PDT,DEPUTADO FEDERAL,20,513,3.9,1,22,4.55
2014,PHS*,DEPUTADO FEDERAL,5,513,0.97,1,22,4.55
2014,PL*,DEPUTADO FEDERAL,34,513,6.63,2,22,9.09
2014,PP*,DEPUTADO FEDERAL,38,513,7.41,0,22,0.0
2014,PROS,DEPUTADO FEDERAL,11,513,2.14,3,22,13.64
2014,PRP,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2014,PRTB*,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2014,PSB,DEPUTADO FEDERAL,34,513,6.63,0,22,0.0
2014,PSC,DEPUTADO FEDERAL,13,513,2.53,0,22,0.0
2014,PSD,DEPUTADO FEDERAL,36,513,7.02,0,22,0.0
2014,PSDB,DEPUTADO FEDERAL,54,513,10.53,1,22,4.55
2014,PSL,DEPUTADO FEDERAL,1,513,0.19,1,22,4.55
2014,PSOL,DEPUTADO FEDERAL,5,513,0.97,0,22,0.0
2014,PT,DEPUTADO FEDERAL,69,513,13.45,4,22,18.18
2014,PTB,DEPUTADO FEDERAL,25,513,4.87,1,22,4.55
2014,PTN,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2014,PV,DEPUTADO FEDERAL,8,513,1.56,0,22,0.0
2014,REPUBLICANOS*,DEPUTADO FEDERAL,21,513,4.09,1,22,4.55
2014,SOLIDARIEDADE*,DEPUTADO FEDERAL,15,513,2.92,1,22,4.55
2018,AGIR*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2018,AVANTE*,DEPUTADO FEDERAL,7,513,1.36,0,22,0.0
2018,CIDADANIA*,DEPUTADO FEDERAL,8,513,1.56,0,22,0.0
2018,DC*,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2018,DEM*,DEPUTADO FEDERAL,29,513,5.65,0,22,0.0
2018,MDB*,DEPUTADO FEDERAL,34,513,6.63,1,22,4.55
2018,MOBILIZA*,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2018,NOVO,DEPUTADO FEDERAL,8,513,1.56,0,22,0.0
2018,PATRI,DEPUTADO FEDERAL,5,513,0.97,1,22,4.55
2018,PC DO B,DEPUTADO FEDERAL,9,513,1.75,0,22,0.0
2018,PDT,DEPUTADO FEDERAL,28,513,5.46,6,22,27.27
2018,PHS*,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2018,PL*,DEPUTADO FEDERAL,33,513,6.43,1,22,4.55
2018,PODE,DEPUTADO FEDERAL,11,513,2.14,0,22,0.0
2018,PP*,DEPUTADO FEDERAL,37,513,7.21,1,22,4.55
2018,PPL,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2018,PROS,DEPUTADO FEDERAL,8,513,1.56,2,22,9.09
2018,PRP,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2018,PSB,DEPUTADO FEDERAL,32,513,6.24,1,22,4.55
2018,PSC,DEPUTADO FEDERAL,7,513,1.36,0,22,0.0
2018,PSD,DEPUTADO FEDERAL,35,513,6.82,1,22,4.55
2018,PSDB,DEPUTADO FEDERAL,30,513,5.85,1,22,4.55
2018,PSL,DEPUTADO FEDERAL,52,513,10.14,1,22,4.55
2018,PSOL,DEPUTADO FEDERAL,10,513,1.95,0,22,0.0
2018,PT,DEPUTADO FEDERAL,56,513,10.92,3,22,13.64
2018,PTB,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2018,PV,DEPUTADO FEDERAL,4,513,0.78,1,22,4.55
2018,REDE,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2018,REPUBLICANOS*,DEPUTADO FEDERAL,29,513,5.65,0,22,0.0
2018,SOLIDARIEDADE*,DEPUTADO FEDERAL,13,513,2.53,1,22,4.55
2022,AVANTE*,DEPUTADO FEDERAL,7,513,1.36,0,22,0.0
2022,CIDADANIA*,DEPUTADO FEDERAL,5,513,0.97,0,22,0.0
2022,MDB*,DEPUTADO FEDERAL,42,513,8.19,1,22,4.55
2022,NOVO,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2022,PATRIOTA*,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2022,PC DO B,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2022,PDT,DEPUTADO FEDERAL,17,513,3.31,5,22,22.73
2022,PL*,DEPUTADO FEDERAL,99,513,19.3,5,22,22.73
2022,PODE,DEPUTADO FEDERAL,12,513,2.34,0,22,0.0
2022,PP*,DEPUTADO FEDERAL,47,513,9.16,1,22,4.55
2022,PROS,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2022,PSB,DEPUTADO FEDERAL,14,513,2.73,0,22,0.0
2022,PSC,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2022,PSD,DEPUTADO FEDERAL,42,513,8.19,3,22,13.64
2022,PSDB,DEPUTADO FEDERAL,13,513,2.53,0,22,0.0
2022,PSOL,DEPUTADO FEDERAL,12,513,2.34,0,22,0.0
2022,PT,DEPUTADO FEDERAL,69,513,13.45,3,22,13.64
2022,PTB,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2022,PV,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2022,REDE,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2022,REPUBLICANOS*,DEPUTADO FEDERAL,40,513,7.8,0,22,0.0
2022,SOLIDARIEDADE*,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2022,UNIÃO,DEPUTADO FEDERAL,59,513,11.5,4,22,18.18
