ANO_ELEICAO,SG_PARTIDO,DS_CARGO,eleitos_partido_BR,total_BR,coeficiente_BR,eleitos_partido_CE,total_CE,coeficiente_CE
2002,PROS,0,0,0,0.0,0,0,0.0
2002,PSB,DEPUTADO FEDERAL,19,435,4.37,0,18,0.0
2002,PSD,DEPUTADO FEDERAL,3,435,0.69,0,18,0.0
2002,PSDB,DEPUTADO FEDERAL,59,435,13.56,6,18,33.33
2002,PT,DEPUTADO FEDERAL,77,435,17.7,2,18,11.11
2002,PTB,DEPUTADO FEDERAL,22,435,5.06,0,18,0.0
2002,UNIÃO,0,0,0,0.0,0,0,0.0
2006,CIDADANIA*,DEPUTADO FEDERAL,20,434,4.61,0,19,0.0
2006,DEM*,DEPUTADO FEDERAL,54,434,12.44,0,19,0.0
2006,MDB*,DEPUTADO FEDERAL,71,434,16.36,6,19,31.58
2006,PC DO B,DEPUTADO FEDERAL,12,434,2.76,1,19,5.26
2006,PDT,DEPUTADO FEDERAL,19,434,4.38,0,19,0.0
2006,PL*,DEPUTADO FEDERAL,22,434,5.07,1,19,5.26
2006,PP*,DEPUTADO FEDERAL,36,434,8.29,1,19,5.26
2006,PROS,0,0,0,0.0,0,0,0.0
2006,PSB,DEPUTADO FEDERAL,23,434,5.3,2,19,10.53
2006,PSD,0,0,0,0.0,0,0,0.0
2006,PSDB,DEPUTADO FEDERAL,56,434,12.9,4,19,21.05
2006,PT,DEPUTADO FEDERAL,71,434,16.36,3,19,15.79
2006,PTB,DEPUTADO FEDERAL,18,434,4.15,1,19,5.26
2006,UNIÃO,0,0,0,0.0,0,0,0.0
2010,CIDADANIA*,DEPUTADO FEDERAL,10,446,2.24,0,19,0.0
2010,DEM*,DEPUTADO FEDERAL,36,446,8.07,0,19,0.0
2010,MDB*,DEPUTADO FEDERAL,73,446,16.37,5,19,26.32
2010,PC DO B,DEPUTADO FEDERAL,14,446,3.14,2,19,10.53
2010,PDT,DEPUTADO FEDERAL,21,446,4.71,1,19,5.26
2010,PL*,DEPUTADO FEDERAL,33,446,7.4,2,19,10.53
2010,PP*,DEPUTADO FEDERAL,41,446,9.19,1,19,5.26
2010,PROS,0,0,0,0.0,0,0,0.0
2010,PSB,DEPUTADO FEDERAL,30,446,6.73,2,19,10.53
2010,PSD,0,0,0,0.0,0,0,0.0
2010,PSDB,DEPUTADO FEDERAL,48,446,10.76,1,19,5.26
2010,PT,DEPUTADO FEDERAL,73,446,16.37,4,19,21.05
2010,PTB,DEPUTADO FEDERAL,18,446,4.04,1,19,5.26
2010,UNIÃO,0,0,0,0.0,0,0,0.0
2014,CIDADANIA*,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2014,DEM*,DEPUTADO FEDERAL,21,513,4.09,1,22,4.55
2014,MDB*,DEPUTADO FEDERAL,65,513,12.67,3,22,13.64
2014,PC DO B,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2014,PDT,DEPUTADO FEDERAL,20,513,3.9,1,22,4.55
2014,PL*,DEPUTADO FEDERAL,34,513,6.63,2,22,9.09
2014,PP*,DEPUTADO FEDERAL,38,513,7.41,0,22,0.0
2014,PROS,DEPUTADO FEDERAL,11,513,2.14,3,22,13.64
2014,PSB,DEPUTADO FEDERAL,34,513,6.63,0,22,0.0
2014,PSD,DEPUTADO FEDERAL,36,513,7.02,0,22,0.0
2014,PSDB,DEPUTADO FEDERAL,54,513,10.53,1,22,4.55
2014,PT,DEPUTADO FEDERAL,69,513,13.45,4,22,18.18
2014,PTB,DEPUTADO FEDERAL,25,513,4.87,1,22,4.55
2014,UNIÃO,0,0,0,0.0,0,0,0.0
2018,CIDADANIA*,DEPUTADO FEDERAL,8,513,1.56,0,22,0.0
2018,DEM*,DEPUTADO FEDERAL,29,513,5.65,0,22,0.0
2018,MDB*,DEPUTADO FEDERAL,34,513,6.63,1,22,4.55
2018,PC DO B,DEPUTADO FEDERAL,9,513,1.75,0,22,0.0
2018,PDT,DEPUTADO FEDERAL,28,513,5.46,6,22,27.27
2018,PL*,DEPUTADO FEDERAL,33,513,6.43,1,22,4.55
2018,PP*,DEPUTADO FEDERAL,37,513,7.21,1,22,4.55
2018,PROS,DEPUTADO FEDERAL,8,513,1.56,2,22,9.09
2018,PSB,DEPUTADO FEDERAL,32,513,6.24,1,22,4.55
2018,PSD,DEPUTADO FEDERAL,35,513,6.82,1,22,4.55
2018,PSDB,DEPUTADO FEDERAL,30,513,5.85,1,22,4.55
2018,PT,DEPUTADO FEDERAL,56,513,10.92,3,22,13.64
2018,PTB,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2018,UNIÃO,0,0,0,0.0,0,0,0.0
2022,CIDADANIA*,DEPUTADO FEDERAL,5,513,0.97,0,22,0.0
2022,DEM*,0,0,0,0.0,0,0,0.0
2022,MDB*,DEPUTADO FEDERAL,42,513,8.19,1,22,4.55
2022,PC DO B,DEPUTADO FEDERAL,6,513,1.17,0,22,0.0
2022,PDT,DEPUTADO FEDERAL,17,513,3.31,5,22,22.73
2022,PL*,DEPUTADO FEDERAL,99,513,19.3,5,22,22.73
2022,PP*,DEPUTADO FEDERAL,47,513,9.16,1,22,4.55
2022,PROS,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2022,PSB,DEPUTADO FEDERAL,14,513,2.73,0,22,0.0
2022,PSD,DEPUTADO FEDERAL,42,513,8.19,3,22,13.64
2022,PSDB,DEPUTADO FEDERAL,13,513,2.53,0,22,0.0
2022,PT,DEPUTADO FEDERAL,69,513,13.45,3,22,13.64
2022,PTB,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2022,UNIÃO,DEPUTADO FEDERAL,59,513,11.5,4,22,18.18
