ANO_ELEICAO;SG_UF;SG_PARTIDO;DS_CARGO;DS_SIT_TOT_TURNO
2002;MS;DEM*;DEPUTADO ESTADUAL;1
2002;MS;DEM*;DEPUTADO FEDERAL;1
2002;MS;MDB*;DEPUTADO ESTADUAL;2
2002;MS;MDB*;DEPUTADO FEDERAL;2
2002;MS;MOBILIZA*;DEPUTADO ESTADUAL;1
2002;MS;PDT;DEPUTADO ESTADUAL;3
2002;MS;PL*;DEPUTADO ESTADUAL;2
2002;MS;PSD;DEPUTADO ESTADUAL;1
2002;MS;PSDB;DEPUTADO ESTADUAL;4
2002;MS;PSL;DEPUTADO ESTADUAL;1
2002;MS;PST;DEPUTADO ESTADUAL;1
2002;MS;PT;DEPUTADO ESTADUAL;3
2002;MS;PT;DEPUTADO FEDERAL;2
2002;MS;PTB;DEPUTADO ESTADUAL;1
2002;MT;CIDADANIA*;DEPUTADO ESTADUAL;2
2002;MT;DEM*;DEPUTADO ESTADUAL;2
2002;MT;DEM*;DEPUTADO FEDERAL;1
2002;MT;MDB*;DEPUTADO ESTADUAL;2
2002;MT;MDB*;DEPUTADO FEDERAL;1
2002;MT;MOBILIZA*;DEPUTADO ESTADUAL;1
2002;MT;PL*;DEPUTADO ESTADUAL;1
2002;MT;PL*;DEPUTADO FEDERAL;1
2002;MT;PP*;DEPUTADO ESTADUAL;1
2002;MT;PP*;DEPUTADO FEDERAL;1
2002;MT;PSB;DEPUTADO ESTADUAL;2
2002;MT;PSDB;DEPUTADO ESTADUAL;5
2002;MT;PSDB;DEPUTADO FEDERAL;2
2002;MT;PT;DEPUTADO ESTADUAL;2
2002;MT;PT;DEPUTADO FEDERAL;1
2002;MT;PTB;DEPUTADO ESTADUAL;1
2002;PA;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;PA;DEM*;DEPUTADO FEDERAL;1
2002;PA;MDB*;DEPUTADO ESTADUAL;7
2002;PA;MDB*;DEPUTADO FEDERAL;4
2002;PA;PC DO B;DEPUTADO ESTADUAL;1
2002;PA;PDT;DEPUTADO ESTADUAL;2
2002;PA;PDT;DEPUTADO FEDERAL;1
2002;PA;PL*;DEPUTADO ESTADUAL;4
2002;PA;PL*;DEPUTADO FEDERAL;1
2002;PA;PP*;DEPUTADO ESTADUAL;2
2002;PA;PSB;DEPUTADO ESTADUAL;1
2002;PA;PSD;DEPUTADO ESTADUAL;2
2002;PA;PSDB;DEPUTADO ESTADUAL;6
2002;PA;PSDB;DEPUTADO FEDERAL;3
2002;PA;PST;DEPUTADO ESTADUAL;2
2002;PA;PT;DEPUTADO ESTADUAL;5
2002;PA;PT;DEPUTADO FEDERAL;2
2002;PA;PTB;DEPUTADO ESTADUAL;4
2002;PA;PTB;DEPUTADO FEDERAL;1
2002;PB;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;PB;DEM*;DEPUTADO ESTADUAL;3
2002;PB;DEM*;DEPUTADO FEDERAL;1
2002;PB;MDB*;DEPUTADO ESTADUAL;8
2002;PB;MDB*;DEPUTADO FEDERAL;2
2002;PB;PDT;DEPUTADO ESTADUAL;1
2002;PB;PL*;DEPUTADO ESTADUAL;1
2002;PB;PP*;DEPUTADO ESTADUAL;2
2002;PB;PP*;DEPUTADO FEDERAL;1
2002;PB;PSB;DEPUTADO ESTADUAL;2
2002;PB;PSD;DEPUTADO FEDERAL;1
2002;PB;PSDB;DEPUTADO ESTADUAL;10
2002;PB;PSDB;DEPUTADO FEDERAL;2
2002;PB;PT;DEPUTADO ESTADUAL;4
2002;PB;PT;DEPUTADO FEDERAL;1
2002;PB;PTB;DEPUTADO ESTADUAL;2
2002;PB;PTB;DEPUTADO FEDERAL;2
2002;PE;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;PE;CIDADANIA*;DEPUTADO FEDERAL;1
2002;PE;DC*;DEPUTADO ESTADUAL;1
2002;PE;DEM*;DEPUTADO ESTADUAL;7
2002;PE;DEM*;DEPUTADO FEDERAL;5
2002;PE;MDB*;DEPUTADO ESTADUAL;6
2002;PE;MDB*;DEPUTADO FEDERAL;3
2002;PE;PC DO B;DEPUTADO ESTADUAL;1
2002;PE;PC DO B;DEPUTADO FEDERAL;1
2002;PE;PDT;DEPUTADO ESTADUAL;3
2002;PE;PL*;DEPUTADO ESTADUAL;2
2002;PE;PL*;DEPUTADO FEDERAL;1
2002;PE;PP*;DEPUTADO ESTADUAL;3
2002;PE;PP*;DEPUTADO FEDERAL;2
2002;PE;PSB;DEPUTADO ESTADUAL;4
2002;PE;PSB;DEPUTADO FEDERAL;4
2002;PE;PSC;DEPUTADO ESTADUAL;2
2002;PE;PSD;DEPUTADO ESTADUAL;2
2002;PE;PSDB;DEPUTADO ESTADUAL;4
2002;PE;PSDB;DEPUTADO FEDERAL;3
2002;PE;PSL;DEPUTADO ESTADUAL;1
2002;PE;PT;DEPUTADO ESTADUAL;4
2002;PE;PT;DEPUTADO FEDERAL;3
2002;PE;PTB;DEPUTADO ESTADUAL;1
2002;PE;PV;DEPUTADO ESTADUAL;1
2002;PI;DEM*;DEPUTADO ESTADUAL;9
2002;PI;DEM*;DEPUTADO FEDERAL;4
2002;PI;MDB*;DEPUTADO ESTADUAL;5
2002;PI;MDB*;DEPUTADO FEDERAL;1
2002;PI;PC DO B;DEPUTADO FEDERAL;1
2002;PI;PDT;DEPUTADO ESTADUAL;2
2002;PI;PL*;DEPUTADO ESTADUAL;1
2002;PI;PP*;DEPUTADO ESTADUAL;4
2002;PI;PSDB;DEPUTADO ESTADUAL;3
2002;PI;PSDB;DEPUTADO FEDERAL;1
2002;PI;PT;DEPUTADO ESTADUAL;2
2002;PI;PT;DEPUTADO FEDERAL;1
2002;PI;PTB;DEPUTADO ESTADUAL;1
2002;PR;CIDADANIA*;DEPUTADO ESTADUAL;2
2002;PR;CIDADANIA*;DEPUTADO FEDERAL;1
2002;PR;DEM*;DEPUTADO ESTADUAL;7
2002;PR;DEM*;DEPUTADO FEDERAL;2
2002;PR;MDB*;DEPUTADO ESTADUAL;7
2002;PR;MDB*;DEPUTADO FEDERAL;5
2002;PR;PDT;DEPUTADO ESTADUAL;5
2002;PR;PDT;DEPUTADO FEDERAL;1
2002;PR;PL*;DEPUTADO ESTADUAL;2
2002;PR;PL*;DEPUTADO FEDERAL;1
2002;PR;PP*;DEPUTADO ESTADUAL;4
2002;PR;PP*;DEPUTADO FEDERAL;4
2002;PR;PRP;DEPUTADO ESTADUAL;1
2002;PR;PSB;DEPUTADO ESTADUAL;2
2002;PR;PSC;DEPUTADO ESTADUAL;1
2002;PR;PSDB;DEPUTADO ESTADUAL;4
2002;PR;PSDB;DEPUTADO FEDERAL;4
2002;PR;PSL;DEPUTADO ESTADUAL;2
2002;PR;PT;DEPUTADO ESTADUAL;8
2002;PR;PT;DEPUTADO FEDERAL;5
2002;PR;PTB;DEPUTADO ESTADUAL;3
2002;PR;PTB;DEPUTADO FEDERAL;3
2002;RJ;AVANTE*;DEPUTADO ESTADUAL;2
2002;RJ;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;RJ;DC*;DEPUTADO FEDERAL;1
2002;RJ;DEM*;DEPUTADO ESTADUAL;4
2002;RJ;DEM*;DEPUTADO FEDERAL;3
2002;RJ;MDB*;DEPUTADO ESTADUAL;11
2002;RJ;MDB*;DEPUTADO FEDERAL;6
2002;RJ;PC DO B;DEPUTADO ESTADUAL;1
2002;RJ;PC DO B;DEPUTADO FEDERAL;1
2002;RJ;PDT;DEPUTADO ESTADUAL;3
2002;RJ;PDT;DEPUTADO FEDERAL;3
2002;RJ;PL*;DEPUTADO ESTADUAL;3
2002;RJ;PL*;DEPUTADO FEDERAL;3
2002;RJ;PP*;DEPUTADO ESTADUAL;5
2002;RJ;PP*;DEPUTADO FEDERAL;5
2002;RJ;PRONA;DEPUTADO ESTADUAL;2
2002;RJ;PSB;DEPUTADO ESTADUAL;11
2002;RJ;PSB;DEPUTADO FEDERAL;5
2002;RJ;PSC;DEPUTADO ESTADUAL;2
2002;RJ;PSC;DEPUTADO FEDERAL;1
2002;RJ;PSDB;DEPUTADO ESTADUAL;4
2002;RJ;PSDB;DEPUTADO FEDERAL;5
2002;RJ;PSL;DEPUTADO ESTADUAL;2
2002;RJ;PT;DEPUTADO ESTADUAL;8
2002;RJ;PT;DEPUTADO FEDERAL;6
2002;RJ;PTB;DEPUTADO ESTADUAL;1
2002;RJ;PTB;DEPUTADO FEDERAL;1
2002;RJ;PV;DEPUTADO ESTADUAL;3
2002;RJ;PV;DEPUTADO FEDERAL;1
2002;RN;DEM*;DEPUTADO ESTADUAL;4
2002;RN;DEM*;DEPUTADO FEDERAL;1
2002;RN;MDB*;DEPUTADO ESTADUAL;3
2002;RN;MDB*;DEPUTADO FEDERAL;3
2002;RN;PDT;DEPUTADO ESTADUAL;1
2002;RN;PL*;DEPUTADO ESTADUAL;1
2002;RN;PP*;DEPUTADO ESTADUAL;7
2002;RN;PSB;DEPUTADO ESTADUAL;2
2002;RN;PT;DEPUTADO ESTADUAL;2
2002;RN;PT;DEPUTADO FEDERAL;1
2002;RN;PTB;DEPUTADO ESTADUAL;1
2002;RN;PTB;DEPUTADO FEDERAL;1
2002;RO;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;RO;DEM*;DEPUTADO ESTADUAL;1
2002;RO;DEM*;DEPUTADO FEDERAL;1
2002;RO;MDB*;DEPUTADO ESTADUAL;3
2002;RO;MDB*;DEPUTADO FEDERAL;1
2002;RO;PDT;DEPUTADO ESTADUAL;2
2002;RO;PL*;DEPUTADO ESTADUAL;1
2002;RO;PP*;DEPUTADO ESTADUAL;2
2002;RO;PSB;DEPUTADO ESTADUAL;1
2002;RO;PSDB;DEPUTADO ESTADUAL;2
2002;RO;PSDB;DEPUTADO FEDERAL;1
2002;RO;PT;DEPUTADO ESTADUAL;3
2002;RO;PT;DEPUTADO FEDERAL;1
2002;RO;PTB;DEPUTADO ESTADUAL;1
2002;RO;PTB;DEPUTADO FEDERAL;1
2002;RR;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;RR;DEM*;DEPUTADO ESTADUAL;2
2002;RR;DEM*;DEPUTADO FEDERAL;2
2002;RR;MDB*;DEPUTADO ESTADUAL;1
2002;RR;PAN;DEPUTADO ESTADUAL;1
2002;RR;PDT;DEPUTADO ESTADUAL;1
2002;RR;PDT;DEPUTADO FEDERAL;1
2002;RR;PL*;DEPUTADO FEDERAL;1
2002;RR;PP*;DEPUTADO FEDERAL;1
2002;RR;PRP;DEPUTADO ESTADUAL;1
2002;RR;PSB;DEPUTADO ESTADUAL;1
2002;RR;PSD;DEPUTADO ESTADUAL;1
2002;RR;PSDB;DEPUTADO ESTADUAL;2
2002;RR;PSL;DEPUTADO ESTADUAL;2
2002;RR;PST;DEPUTADO ESTADUAL;1
2002;RR;PST;DEPUTADO FEDERAL;1
2002;RR;PT;DEPUTADO ESTADUAL;1
2002;RR;PTB;DEPUTADO ESTADUAL;1
2002;RR;PTN;DEPUTADO ESTADUAL;1
2002;RS;CIDADANIA*;DEPUTADO ESTADUAL;3
2002;RS;CIDADANIA*;DEPUTADO FEDERAL;1
2002;RS;DEM*;DEPUTADO ESTADUAL;1
2002;RS;MDB*;DEPUTADO ESTADUAL;8
2002;RS;MDB*;DEPUTADO FEDERAL;5
2002;RS;PC DO B;DEPUTADO ESTADUAL;1
2002;RS;PDT;DEPUTADO ESTADUAL;6
2002;RS;PDT;DEPUTADO FEDERAL;3
2002;RS;PL*;DEPUTADO FEDERAL;1
2002;RS;PP*;DEPUTADO ESTADUAL;8
2002;RS;PP*;DEPUTADO FEDERAL;5
2002;RS;PSB;DEPUTADO ESTADUAL;2
2002;RS;PSB;DEPUTADO FEDERAL;1
2002;RS;PSDB;DEPUTADO ESTADUAL;3
2002;RS;PSDB;DEPUTADO FEDERAL;1
2002;RS;PT;DEPUTADO ESTADUAL;12
2002;RS;PT;DEPUTADO FEDERAL;7
2002;RS;PTB;DEPUTADO ESTADUAL;6
2002;RS;PTB;DEPUTADO FEDERAL;2
2002;SC;DEM*;DEPUTADO ESTADUAL;7
2002;SC;DEM*;DEPUTADO FEDERAL;2
2002;SC;MDB*;DEPUTADO ESTADUAL;7
2002;SC;MDB*;DEPUTADO FEDERAL;3
2002;SC;PDT;DEPUTADO FEDERAL;1
2002;SC;PL*;DEPUTADO ESTADUAL;1
2002;SC;PP*;DEPUTADO ESTADUAL;8
2002;SC;PP*;DEPUTADO FEDERAL;3
2002;SC;PSDB;DEPUTADO ESTADUAL;2
2002;SC;PT;DEPUTADO ESTADUAL;8
2002;SC;PT;DEPUTADO FEDERAL;4
2002;SC;PTB;DEPUTADO ESTADUAL;2
2002;SE;CIDADANIA*;DEPUTADO ESTADUAL;3
2002;SE;DEM*;DEPUTADO ESTADUAL;3
2002;SE;DEM*;DEPUTADO FEDERAL;2
2002;SE;MDB*;DEPUTADO ESTADUAL;3
2002;SE;MOBILIZA*;DEPUTADO ESTADUAL;3
2002;SE;MOBILIZA*;DEPUTADO FEDERAL;1
2002;SE;PDT;DEPUTADO ESTADUAL;2
2002;SE;PL*;DEPUTADO ESTADUAL;1
2002;SE;PL*;DEPUTADO FEDERAL;1
2002;SE;PP*;DEPUTADO ESTADUAL;1
2002;SE;PSB;DEPUTADO ESTADUAL;1
2002;SE;PSC;DEPUTADO ESTADUAL;2
2002;SE;PSDB;DEPUTADO ESTADUAL;2
2002;SE;PSDB;DEPUTADO FEDERAL;1
2002;SE;PT;DEPUTADO ESTADUAL;1
2002;SP;CIDADANIA*;DEPUTADO ESTADUAL;5
2002;SP;CIDADANIA*;DEPUTADO FEDERAL;3
2002;SP;DEM*;DEPUTADO ESTADUAL;6
2002;SP;DEM*;DEPUTADO FEDERAL;6
2002;SP;MDB*;DEPUTADO ESTADUAL;4
2002;SP;MDB*;DEPUTADO FEDERAL;4
2002;SP;PC DO B;DEPUTADO ESTADUAL;1
2002;SP;PC DO B;DEPUTADO FEDERAL;1
2002;SP;PDT;DEPUTADO ESTADUAL;4
2002;SP;PGT;DEPUTADO ESTADUAL;1
2002;SP;PL*;DEPUTADO ESTADUAL;2
2002;SP;PL*;DEPUTADO FEDERAL;3
2002;SP;PP*;DEPUTADO ESTADUAL;6
2002;SP;PP*;DEPUTADO FEDERAL;3
2002;SP;PRONA;DEPUTADO ESTADUAL;4
2002;SP;PRONA;DEPUTADO FEDERAL;5
2002;SP;PRP;DEPUTADO ESTADUAL;1
2002;SP;PSB;DEPUTADO ESTADUAL;5
2002;SP;PSB;DEPUTADO FEDERAL;4
2002;SP;PSDB;DEPUTADO ESTADUAL;17
2002;SP;PSDB;DEPUTADO FEDERAL;11
2002;SP;PT;DEPUTADO ESTADUAL;22
2002;SP;PT;DEPUTADO FEDERAL;17
2002;SP;PTB;DEPUTADO ESTADUAL;5
2002;SP;PTB;DEPUTADO FEDERAL;5
2002;SP;PTN;DEPUTADO ESTADUAL;1
2002;SP;PV;DEPUTADO ESTADUAL;4
2002;SP;PV;DEPUTADO FEDERAL;2
2002;TO;CIDADANIA*;DEPUTADO ESTADUAL;1
2002;TO;DEM*;DEPUTADO ESTADUAL;6
2002;TO;DEM*;DEPUTADO FEDERAL;2
2002;TO;MDB*;DEPUTADO ESTADUAL;3
2002;TO;MDB*;DEPUTADO FEDERAL;1
2002;TO;PL*;DEPUTADO ESTADUAL;1
2002;TO;PP*;DEPUTADO ESTADUAL;4
2002;TO;PP*;DEPUTADO FEDERAL;1
2002;TO;PSD;DEPUTADO FEDERAL;1
2002;TO;PSDB;DEPUTADO ESTADUAL;4
2002;TO;PSDB;DEPUTADO FEDERAL;1
2002;TO;PT;DEPUTADO ESTADUAL;1
2002;TO;PTB;DEPUTADO ESTADUAL;1
2006;AC;AVANTE*;DEPUTADO ESTADUAL;1
2006;AC;CIDADANIA*;DEPUTADO ESTADUAL;2
2006;AC;CIDADANIA*;DEPUTADO FEDERAL;1
2006;AC;MDB*;DEPUTADO ESTADUAL;2
2006;AC;MDB*;DEPUTADO FEDERAL;1
2006;AC;MOBILIZA*;DEPUTADO ESTADUAL;1
2006;AC;MOBILIZA*;DEPUTADO FEDERAL;1
2006;AC;PC DO B;DEPUTADO ESTADUAL;2
2006;AC;PC DO B;DEPUTADO FEDERAL;1
2006;AC;PDT;DEPUTADO ESTADUAL;1
2006;AC;PP*;DEPUTADO ESTADUAL;1
2006;AC;PP*;DEPUTADO FEDERAL;1
2006;AC;PSB;DEPUTADO ESTADUAL;2
2006;AC;PSDB;DEPUTADO ESTADUAL;1
2006;AC;PT;DEPUTADO ESTADUAL;6
2006;AC;PT;DEPUTADO FEDERAL;2
2006;AC;PTN;DEPUTADO ESTADUAL;1
2006;AL;AVANTE*;DEPUTADO ESTADUAL;2
2006;AL;CIDADANIA*;DEPUTADO ESTADUAL;1
2006;AL;DEM*;DEPUTADO ESTADUAL;1
2006;AL;DEM*;DEPUTADO FEDERAL;2
2006;AL;MDB*;DEPUTADO ESTADUAL;1
2006;AL;MDB*;DEPUTADO FEDERAL;2
2006;AL;MOBILIZA*;DEPUTADO ESTADUAL;11
2006;AL;PDT;DEPUTADO ESTADUAL;1
2006;AL;PP*;DEPUTADO FEDERAL;1
2006;AL;PRONA;DEPUTADO ESTADUAL;1
2006;AL;PSB;DEPUTADO ESTADUAL;2
2006;AL;PSB;DEPUTADO FEDERAL;1
2006;AL;PSDB;DEPUTADO ESTADUAL;2
2006;AL;PT;DEPUTADO ESTADUAL;1
2006;AL;PTB;DEPUTADO ESTADUAL;2
2006;AM;CIDADANIA*;DEPUTADO ESTADUAL;1
2006;AM;DEM*;DEPUTADO ESTADUAL;2
2006;AM;DEM*;DEPUTADO FEDERAL;1
2006;AM;MDB*;DEPUTADO ESTADUAL;4
2006;AM;MDB*;DEPUTADO FEDERAL;1
2006;AM;MOBILIZA*;DEPUTADO ESTADUAL;1
2006;AM;PAN;DEPUTADO ESTADUAL;2
2006;AM;PC DO B;DEPUTADO ESTADUAL;1
2006;AM;PC DO B;DEPUTADO FEDERAL;1
2006;AM;PP*;DEPUTADO ESTADUAL;3
2006;AM;PP*;DEPUTADO FEDERAL;1
2006;AM;PRONA;DEPUTADO ESTADUAL;1
2006;AM;PRP;DEPUTADO ESTADUAL;1
2006;AM;PSB;DEPUTADO ESTADUAL;1
2006;AM;PSB;DEPUTADO FEDERAL;1
2006;AM;PT;DEPUTADO ESTADUAL;1
2006;AM;PT;DEPUTADO FEDERAL;1
2006;AM;PTB;DEPUTADO ESTADUAL;1
2006;AM;PTB;DEPUTADO FEDERAL;1
2006;AM;PV;DEPUTADO ESTADUAL;1
2006;AP;AVANTE*;DEPUTADO ESTADUAL;2
2006;AP;CIDADANIA*;DEPUTADO FEDERAL;1
2006;AP;DEM*;DEPUTADO ESTADUAL;2
2006;AP;MDB*;DEPUTADO ESTADUAL;3
2006;AP;MDB*;DEPUTADO FEDERAL;1
2006;AP;PCB;DEPUTADO ESTADUAL;1
2006;AP;PDT;DEPUTADO ESTADUAL;2
2006;AP;PDT;DEPUTADO FEDERAL;1
2006;AP;PL*;DEPUTADO ESTADUAL;1
2006;AP;PSB;DEPUTADO ESTADUAL;2
2006;AP;PSB;DEPUTADO FEDERAL;1
2006;AP;PSC;DEPUTADO ESTADUAL;1
2006;AP;PSDB;DEPUTADO ESTADUAL;2
2006;AP;PSL;DEPUTADO ESTADUAL;1
2006;AP;PT;DEPUTADO ESTADUAL;1
2006;AP;PT;DEPUTADO FEDERAL;1
2006;AP;PTB;DEPUTADO ESTADUAL;1
2006;AP;PV;DEPUTADO ESTADUAL;1
2006;BA;AVANTE*;DEPUTADO ESTADUAL;1
2006;BA;CIDADANIA*;DEPUTADO FEDERAL;2
2006;BA;DEM*;DEPUTADO ESTADUAL;15
2006;BA;DEM*;DEPUTADO FEDERAL;13
2006;BA;MDB*;DEPUTADO ESTADUAL;5
2006;BA;MDB*;DEPUTADO FEDERAL;1
2006;BA;MOBILIZA*;DEPUTADO ESTADUAL;1
2006;BA;PC DO B;DEPUTADO ESTADUAL;2
2006;BA;PC DO B;DEPUTADO FEDERAL;2
2006;BA;PDT;DEPUTADO ESTADUAL;3
2006;BA;PDT;DEPUTADO FEDERAL;2
2006;BA;PL*;DEPUTADO ESTADUAL;5
2006;BA;PL*;DEPUTADO FEDERAL;2
2006;BA;PP*;DEPUTADO ESTADUAL;4
2006;BA;PP*;DEPUTADO FEDERAL;3
2006;BA;PRP;DEPUTADO ESTADUAL;2
2006;BA;PRTB*;DEPUTADO ESTADUAL;2
2006;BA;PSB;DEPUTADO ESTADUAL;1
2006;BA;PSB;DEPUTADO FEDERAL;1
2006;BA;PSC;DEPUTADO ESTADUAL;1
2006;BA;PSDB;DEPUTADO ESTADUAL;3
2006;BA;PSDB;DEPUTADO FEDERAL;1
2006;BA;PSL;DEPUTADO ESTADUAL;1
2006;BA;PT;DEPUTADO ESTADUAL;10
2006;BA;PT;DEPUTADO FEDERAL;8
2006;BA;PTN;DEPUTADO ESTADUAL;1
2006;CE;DC*;DEPUTADO ESTADUAL;2
2006;CE;DEM*;DEPUTADO ESTADUAL;1
2006;CE;MDB*;DEPUTADO ESTADUAL;5
2006;CE;MDB*;DEPUTADO FEDERAL;6
2006;CE;PAN;DEPUTADO ESTADUAL;1
2006;CE;PC DO B;DEPUTADO ESTADUAL;1
2006;CE;PC DO B;DEPUTADO FEDERAL;1
2006;CE;PDT;DEPUTADO ESTADUAL;2
2006;CE;PHS*;DEPUTADO ESTADUAL;1
2006;CE;PL*;DEPUTADO FEDERAL;1
2006;CE;PP*;DEPUTADO FEDERAL;1
2006;CE;PSB;DEPUTADO ESTADUAL;8
2006;CE;PSB;DEPUTADO FEDERAL;2
2006;CE;PSDB;DEPUTADO ESTADUAL;13
2006;CE;PSDB;DEPUTADO FEDERAL;4
2006;CE;PSL;DEPUTADO ESTADUAL;2
2006;CE;PT;DEPUTADO ESTADUAL;3
2006;CE;PT;DEPUTADO FEDERAL;3
2006;CE;PTB;DEPUTADO FEDERAL;1
2006;CE;PV;DEPUTADO ESTADUAL;1
2006;DF;CIDADANIA*;DEPUTADO FEDERAL;1
2006;DF;DEM*;DEPUTADO DISTRITAL;3
2006;DF;DEM*;DEPUTADO FEDERAL;1
2006;DF;MDB*;DEPUTADO DISTRITAL;3
2006;DF;MDB*;DEPUTADO FEDERAL;1
2006;DF;PDT;DEPUTADO DISTRITAL;1
2006;DF;PL*;DEPUTADO DISTRITAL;1
2006;DF;PP*;DEPUTADO DISTRITAL;1
2006;DF;PRONA;DEPUTADO DISTRITAL;1
2006;DF;PRP;DEPUTADO DISTRITAL;1
2006;DF;PSB;DEPUTADO DISTRITAL;1
2006;DF;PSDB;DEPUTADO DISTRITAL;2
2006;DF;PSL;DEPUTADO DISTRITAL;1
2006;DF;PT;DEPUTADO DISTRITAL;3
2006;DF;PT;DEPUTADO FEDERAL;1
2006;DF;PTB;DEPUTADO DISTRITAL;1
2006;DF;PTB;DEPUTADO FEDERAL;1
2006;ES;AVANTE*;DEPUTADO ESTADUAL;1
2006;ES;DEM*;DEPUTADO ESTADUAL;2
2006;ES;MDB*;DEPUTADO ESTADUAL;2
2006;ES;MDB*;DEPUTADO FEDERAL;3
2006;ES;MOBILIZA*;DEPUTADO ESTADUAL;1
2006;ES;PAN;DEPUTADO ESTADUAL;1
2006;ES;PDT;DEPUTADO ESTADUAL;4
2006;ES;PDT;DEPUTADO FEDERAL;2
2006;ES;PL*;DEPUTADO ESTADUAL;1
2006;ES;PL*;DEPUTADO FEDERAL;1
2006;ES;PP*;DEPUTADO ESTADUAL;1
2006;ES;PRP;DEPUTADO ESTADUAL;1
2006;ES;PSB;DEPUTADO ESTADUAL;4
2006;ES;PSC;DEPUTADO ESTADUAL;1
2006;ES;PSDB;DEPUTADO ESTADUAL;1
2006;ES;PSDB;DEPUTADO FEDERAL;1
2006;ES;PT;DEPUTADO ESTADUAL;2
2006;ES;PT;DEPUTADO FEDERAL;1
2006;ES;PTB;DEPUTADO ESTADUAL;4
2006;GO;AVANTE*;DEPUTADO ESTADUAL;2
2006;GO;DEM*;DEPUTADO ESTADUAL;2
2006;GO;DEM*;DEPUTADO FEDERAL;1
2006;GO;MDB*;DEPUTADO ESTADUAL;9
2006;GO;MDB*;DEPUTADO FEDERAL;5
2006;GO;PDT;DEPUTADO ESTADUAL;2
2006;GO;PL*;DEPUTADO ESTADUAL;3
2006;GO;PL*;DEPUTADO FEDERAL;1
2006;GO;PP*;DEPUTADO ESTADUAL;2
2006;GO;PP*;DEPUTADO FEDERAL;2
2006;GO;PSB;DEPUTADO ESTADUAL;1
2006;GO;PSDB;DEPUTADO ESTADUAL;9
2006;GO;PSDB;DEPUTADO FEDERAL;3
2006;GO;PT;DEPUTADO ESTADUAL;2
2006;GO;PT;DEPUTADO FEDERAL;1
2006;GO;PTB;DEPUTADO ESTADUAL;4
2006;GO;PTB;DEPUTADO FEDERAL;2
2006;MA;AGIR*;DEPUTADO ESTADUAL;1
2006;MA;AVANTE*;DEPUTADO ESTADUAL;1
2006;MA;CIDADANIA*;DEPUTADO ESTADUAL;1
2006;MA;DEM*;DEPUTADO ESTADUAL;4
2006;MA;DEM*;DEPUTADO FEDERAL;2
2006;MA;MDB*;DEPUTADO ESTADUAL;4
2006;MA;MDB*;DEPUTADO FEDERAL;2
2006;MA;PAN;DEPUTADO FEDERAL;1
2006;MA;PC DO B;DEPUTADO FEDERAL;1
2006;MA;PDT;DEPUTADO ESTADUAL;5
2006;MA;PDT;DEPUTADO FEDERAL;1
2006;MA;PP*;DEPUTADO ESTADUAL;2
2006;MA;PRTB*;DEPUTADO ESTADUAL;1
2006;MA;PSB;DEPUTADO ESTADUAL;5
2006;MA;PSB;DEPUTADO FEDERAL;2
2006;MA;PSC;DEPUTADO ESTADUAL;1
2006;MA;PSDB;DEPUTADO ESTADUAL;8
2006;MA;PSDB;DEPUTADO FEDERAL;4
2006;MA;PT;DEPUTADO ESTADUAL;2
2006;MA;PT;DEPUTADO FEDERAL;1
2006;MA;PTB;DEPUTADO FEDERAL;1
2006;MA;PV;DEPUTADO ESTADUAL;2
2006;MA;PV;DEPUTADO FEDERAL;1
2006;MG;AGIR*;DEPUTADO ESTADUAL;2
2006;MG;AGIR*;DEPUTADO FEDERAL;1
2006;MG;CIDADANIA*;DEPUTADO ESTADUAL;4
2006;MG;CIDADANIA*;DEPUTADO FEDERAL;4
2006;MG;DEM*;DEPUTADO ESTADUAL;6
2006;MG;DEM*;DEPUTADO FEDERAL;5
2006;MG;MDB*;DEPUTADO ESTADUAL;9
2006;MG;MDB*;DEPUTADO FEDERAL;6
2006;MG;MOBILIZA*;DEPUTADO ESTADUAL;2
2006;MG;PC DO B;DEPUTADO ESTADUAL;1
2006;MG;PC DO B;DEPUTADO FEDERAL;1
2006;MG;PDT;DEPUTADO ESTADUAL;4
2006;MG;PDT;DEPUTADO FEDERAL;2
2006;MG;PHS*;DEPUTADO ESTADUAL;1
2006;MG;PHS*;DEPUTADO FEDERAL;1
2006;MG;PL*;DEPUTADO ESTADUAL;1
2006;MG;PL*;DEPUTADO FEDERAL;6
2006;MG;PP*;DEPUTADO ESTADUAL;4
2006;MG;PP*;DEPUTADO FEDERAL;3
2006;MG;PRTB*;DEPUTADO ESTADUAL;1
2006;MG;PSB;DEPUTADO ESTADUAL;1
2006;MG;PSB;DEPUTADO FEDERAL;1
2006;MG;PSC;DEPUTADO ESTADUAL;3
2006;MG;PSC;DEPUTADO FEDERAL;1
2006;MG;PSDB;DEPUTADO ESTADUAL;15
2006;MG;PSDB;DEPUTADO FEDERAL;6
2006;MG;PT;DEPUTADO ESTADUAL;8
2006;MG;PT;DEPUTADO FEDERAL;8
2006;MG;PTB;DEPUTADO ESTADUAL;3
