ANO_ELEICAO,SG_PARTIDO,DS_CARGO,eleitos_partido_BR,total_BR,coeficiente_BR,eleitos_partido_CE,total_CE,coeficiente_CE
1998,PTB,DEPUTADO DISTRITAL,2,19,10.53,0,0,0.0
1998,PTB,DEPUTADO ESTADUAL,70,927,7.55,2,41,4.88
1998,PTB,DEPUTADO FEDERAL,25,450,5.56,0,20,0.0
1998,PV,DEPUTADO ESTADUAL,4,927,0.43,0,41,0.0
1998,PV,DEPUTADO FEDERAL,1,450,0.22,0,20,0.0
2002,AGIR*,DEPUTADO ESTADUAL,1,909,0.11,0,39,0.0
2002,AVANTE*,DEPUTADO ESTADUAL,5,909,0.55,0,39,0.0
2002,CIDADANIA*,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2002,CIDADANIA*,DEPUTADO ESTADUAL,37,909,4.07,3,39,7.69
2002,CIDADANIA*,DEPUTADO FEDERAL,12,435,2.76,1,18,5.56
2002,DC*,DEPUTADO ESTADUAL,4,909,0.44,0,39,0.0
2002,DC*,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,DEM*,DEPUTADO DISTRITAL,2,19,10.53,0,0,0.0
2002,DEM*,DEPUTADO ESTADUAL,111,909,12.21,1,39,2.56
2002,DEM*,DEPUTADO FEDERAL,73,435,16.78,2,18,11.11
2002,MDB*,DEPUTADO DISTRITAL,4,19,21.05,0,0,0.0
2002,MDB*,DEPUTADO ESTADUAL,113,909,12.43,4,39,10.26
2002,MDB*,DEPUTADO FEDERAL,64,435,14.71,4,18,22.22
2002,MOBILIZA*,DEPUTADO ESTADUAL,7,909,0.77,0,39,0.0
2002,MOBILIZA*,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,PAN,DEPUTADO ESTADUAL,1,909,0.11,0,39,0.0
2002,PC DO B,DEPUTADO ESTADUAL,15,909,1.65,1,39,2.56
2002,PC DO B,DEPUTADO FEDERAL,11,435,2.53,1,18,5.56
2002,PDT,DEPUTADO ESTADUAL,54,909,5.94,1,39,2.56
2002,PDT,DEPUTADO FEDERAL,19,435,4.37,0,18,0.0
2002,PGT,DEPUTADO ESTADUAL,2,909,0.22,0,39,0.0
2002,PHS*,DEPUTADO ESTADUAL,2,909,0.22,2,39,5.13
2002,PL*,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2002,PL*,DEPUTADO ESTADUAL,46,909,5.06,2,39,5.13
2002,PL*,DEPUTADO FEDERAL,22,435,5.06,1,18,5.56
2002,PP*,DEPUTADO DISTRITAL,2,19,10.53,0,0,0.0
2002,PP*,DEPUTADO ESTADUAL,82,909,9.02,2,39,5.13
2002,PP*,DEPUTADO FEDERAL,38,435,8.74,1,18,5.56
2002,PRONA,DEPUTADO ESTADUAL,7,909,0.77,0,39,0.0
2002,PRONA,DEPUTADO FEDERAL,5,435,1.15,0,18,0.0
2002,PRP,DEPUTADO ESTADUAL,5,909,0.55,0,39,0.0
2002,PRTB*,DEPUTADO ESTADUAL,3,909,0.33,0,39,0.0
2002,PSB,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2002,PSB,DEPUTADO ESTADUAL,51,909,5.61,1,39,2.56
2002,PSB,DEPUTADO FEDERAL,19,435,4.37,0,18,0.0
2002,PSC,DEPUTADO ESTADUAL,11,909,1.21,0,39,0.0
2002,PSC,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,PSD,DEPUTADO DISTRITAL,2,19,10.53,0,0,0.0
2002,PSD,DEPUTADO ESTADUAL,19,909,2.09,1,39,2.56
2002,PSD,DEPUTADO FEDERAL,3,435,0.69,0,18,0.0
2002,PSDB,DEPUTADO ESTADUAL,118,909,12.98,15,39,38.46
2002,PSDB,DEPUTADO FEDERAL,59,435,13.56,6,18,33.33
2002,PSL,DEPUTADO ESTADUAL,10,909,1.1,1,39,2.56
2002,PSL,DEPUTADO FEDERAL,1,435,0.23,0,18,0.0
2002,PST,DEPUTADO ESTADUAL,12,909,1.32,1,39,2.56
2002,PST,DEPUTADO FEDERAL,3,435,0.69,0,18,0.0
2002,PT,DEPUTADO DISTRITAL,5,19,26.32,0,0,0.0
2002,PT,DEPUTADO ESTADUAL,130,909,14.3,4,39,10.26
2002,PT,DEPUTADO FEDERAL,77,435,17.7,2,18,11.11
2002,PTB,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2002,PTB,DEPUTADO ESTADUAL,51,909,5.61,0,39,0.0
2002,PTB,DEPUTADO FEDERAL,22,435,5.06,0,18,0.0
2002,PTN,DEPUTADO ESTADUAL,2,909,0.22,0,39,0.0
2002,PV,DEPUTADO ESTADUAL,10,909,1.1,0,39,0.0
2002,PV,DEPUTADO FEDERAL,4,435,0.92,0,18,0.0
2006,AGIR*,DEPUTADO ESTADUAL,4,907,0.44,0,40,0.0
2006,AGIR*,DEPUTADO FEDERAL,3,434,0.69,0,19,0.0
2006,AVANTE*,DEPUTADO ESTADUAL,14,907,1.54,0,40,0.0
2006,AVANTE*,DEPUTADO FEDERAL,1,434,0.23,0,19,0.0
2006,CIDADANIA*,DEPUTADO ESTADUAL,36,907,3.97,0,40,0.0
2006,CIDADANIA*,DEPUTADO FEDERAL,20,434,4.61,0,19,0.0
2006,DC*,DEPUTADO ESTADUAL,5,907,0.55,2,40,5.0
2006,DEM*,DEPUTADO DISTRITAL,3,19,15.79,0,0,0.0
2006,DEM*,DEPUTADO ESTADUAL,98,907,10.8,1,40,2.5
2006,DEM*,DEPUTADO FEDERAL,54,434,12.44,0,19,0.0
2006,MDB*,DEPUTADO DISTRITAL,3,19,15.79,0,0,0.0
2006,MDB*,DEPUTADO ESTADUAL,144,907,15.88,5,40,12.5
2006,MDB*,DEPUTADO FEDERAL,71,434,16.36,6,19,31.58
2006,MOBILIZA*,DEPUTADO ESTADUAL,27,907,2.98,0,40,0.0
2006,MOBILIZA*,DEPUTADO FEDERAL,2,434,0.46,0,19,0.0
2006,PAN,DEPUTADO ESTADUAL,6,907,0.66,1,40,2.5
2006,PAN,DEPUTADO FEDERAL,1,434,0.23,0,19,0.0
2006,PC DO B,DEPUTADO ESTADUAL,10,907,1.1,1,40,2.5
2006,PC DO B,DEPUTADO FEDERAL,12,434,2.76,1,19,5.26
2006,PCB,DEPUTADO ESTADUAL,1,907,0.11,0,40,0.0
2006,PDT,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PDT,DEPUTADO ESTADUAL,58,907,6.39,2,40,5.0
2006,PDT,DEPUTADO FEDERAL,19,434,4.38,0,19,0.0
2006,PHS*,DEPUTADO ESTADUAL,5,907,0.55,1,40,2.5
2006,PHS*,DEPUTADO FEDERAL,2,434,0.46,0,19,0.0
2006,PL*,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PL*,DEPUTADO ESTADUAL,27,907,2.98,0,40,0.0
2006,PL*,DEPUTADO FEDERAL,22,434,5.07,1,19,5.26
2006,PP*,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PP*,DEPUTADO ESTADUAL,47,907,5.18,0,40,0.0
2006,PP*,DEPUTADO FEDERAL,36,434,8.29,1,19,5.26
2006,PRONA,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PRONA,DEPUTADO ESTADUAL,5,907,0.55,0,40,0.0
2006,PRONA,DEPUTADO FEDERAL,2,434,0.46,0,19,0.0
2006,PRP,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PRP,DEPUTADO ESTADUAL,5,907,0.55,0,40,0.0
2006,PRTB*,DEPUTADO ESTADUAL,6,907,0.66,0,40,0.0
2006,PSB,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PSB,DEPUTADO ESTADUAL,55,907,6.06,8,40,20.0
2006,PSB,DEPUTADO FEDERAL,23,434,5.3,2,19,10.53
2006,PSC,DEPUTADO ESTADUAL,23,907,2.54,0,40,0.0
2006,PSC,DEPUTADO FEDERAL,6,434,1.38,0,19,0.0
2006,PSDB,DEPUTADO DISTRITAL,2,19,10.53,0,0,0.0
2006,PSDB,DEPUTADO ESTADUAL,134,907,14.77,13,40,32.5
2006,PSDB,DEPUTADO FEDERAL,56,434,12.9,4,19,21.05
2006,PSL,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PSL,DEPUTADO ESTADUAL,6,907,0.66,2,40,5.0
2006,PSOL,DEPUTADO ESTADUAL,2,907,0.22,0,40,0.0
2006,PSOL,DEPUTADO FEDERAL,3,434,0.69,0,19,0.0
2006,PT,DEPUTADO DISTRITAL,3,19,15.79,0,0,0.0
2006,PT,DEPUTADO ESTADUAL,109,907,12.02,3,40,7.5
2006,PT,DEPUTADO FEDERAL,71,434,16.36,3,19,15.79
2006,PTB,DEPUTADO DISTRITAL,1,19,5.26,0,0,0.0
2006,PTB,DEPUTADO ESTADUAL,43,907,4.74,0,40,0.0
2006,PTB,DEPUTADO FEDERAL,18,434,4.15,1,19,5.26
2006,PTN,DEPUTADO ESTADUAL,6,907,0.66,0,40,0.0
2006,PV,DEPUTADO ESTADUAL,28,907,3.09,1,40,2.5
2006,PV,DEPUTADO FEDERAL,11,434,2.53,0,19,0.0
2006,REPUBLICANOS*,DEPUTADO ESTADUAL,3,907,0.33,0,40,0.0
2006,REPUBLICANOS*,DEPUTADO FEDERAL,1,434,0.23,0,19,0.0
2010,AGIR*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,AGIR*,DEPUTADO ESTADUAL,7,909,0.77,0,40,0.0
2010,AGIR*,DEPUTADO FEDERAL,1,446,0.22,0,19,0.0
2010,AVANTE*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,AVANTE*,DEPUTADO ESTADUAL,14,909,1.54,1,40,2.5
2010,AVANTE*,DEPUTADO FEDERAL,3,446,0.67,0,19,0.0
2010,CIDADANIA*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,CIDADANIA*,DEPUTADO ESTADUAL,27,909,2.97,0,40,0.0
2010,CIDADANIA*,DEPUTADO FEDERAL,10,446,2.24,0,19,0.0
2010,DC*,DEPUTADO ESTADUAL,5,909,0.55,0,40,0.0
2010,DEM*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,DEM*,DEPUTADO ESTADUAL,63,909,6.93,1,40,2.5
2010,DEM*,DEPUTADO FEDERAL,36,446,8.07,0,19,0.0
2010,MDB*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,MDB*,DEPUTADO ESTADUAL,132,909,14.52,2,40,5.0
2010,MDB*,DEPUTADO FEDERAL,73,446,16.37,5,19,26.32
2010,MOBILIZA*,DEPUTADO ESTADUAL,18,909,1.98,1,40,2.5
2010,MOBILIZA*,DEPUTADO FEDERAL,4,446,0.9,0,19,0.0
2010,PC DO B,DEPUTADO ESTADUAL,16,909,1.76,1,40,2.5
2010,PC DO B,DEPUTADO FEDERAL,14,446,3.14,2,19,10.53
2010,PDT,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PDT,DEPUTADO ESTADUAL,66,909,7.26,3,40,7.5
2010,PDT,DEPUTADO FEDERAL,21,446,4.71,1,19,5.26
2010,PHS*,DEPUTADO ESTADUAL,7,909,0.77,1,40,2.5
2010,PHS*,DEPUTADO FEDERAL,2,446,0.45,0,19,0.0
2010,PL*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PL*,DEPUTADO ESTADUAL,47,909,5.17,2,40,5.0
2010,PL*,DEPUTADO FEDERAL,33,446,7.4,2,19,10.53
2010,PP*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PP*,DEPUTADO ESTADUAL,45,909,4.95,0,40,0.0
2010,PP*,DEPUTADO FEDERAL,41,446,9.19,1,19,5.26
2010,PRP,DEPUTADO ESTADUAL,10,909,1.1,1,40,2.5
2010,PRP,DEPUTADO FEDERAL,1,446,0.22,0,19,0.0
2010,PRTB*,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PRTB*,DEPUTADO ESTADUAL,9,909,0.99,0,40,0.0
2010,PRTB*,DEPUTADO FEDERAL,2,446,0.45,0,19,0.0
2010,PSB,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PSB,DEPUTADO ESTADUAL,66,909,7.26,10,40,25.0
2010,PSB,DEPUTADO FEDERAL,30,446,6.73,2,19,10.53
2010,PSC,DEPUTADO ESTADUAL,29,909,3.19,0,40,0.0
2010,PSC,DEPUTADO FEDERAL,15,446,3.36,0,19,0.0
2010,PSDB,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PSDB,DEPUTADO ESTADUAL,106,909,11.66,6,40,15.0
2010,PSDB,DEPUTADO FEDERAL,48,446,10.76,1,19,5.26
2010,PSL,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PSL,DEPUTADO ESTADUAL,14,909,1.54,1,40,2.5
2010,PSL,DEPUTADO FEDERAL,1,446,0.22,0,19,0.0
2010,PSOL,DEPUTADO ESTADUAL,4,909,0.44,0,40,0.0
2010,PSOL,DEPUTADO FEDERAL,2,446,0.45,0,19,0.0
2010,PT,DEPUTADO DISTRITAL,3,16,18.75,0,0,0.0
2010,PT,DEPUTADO ESTADUAL,125,909,13.75,4,40,10.0
2010,PT,DEPUTADO FEDERAL,73,446,16.37,4,19,21.05
2010,PTB,DEPUTADO DISTRITAL,1,16,6.25,0,0,0.0
2010,PTB,DEPUTADO ESTADUAL,39,909,4.29,1,40,2.5
2010,PTB,DEPUTADO FEDERAL,18,446,4.04,1,19,5.26
2010,PTN,DEPUTADO ESTADUAL,13,909,1.43,1,40,2.5
2010,PV,DEPUTADO ESTADUAL,32,909,3.52,2,40,5.0
2010,PV,DEPUTADO FEDERAL,11,446,2.47,0,19,0.0
2010,REPUBLICANOS*,DEPUTADO ESTADUAL,15,909,1.65,2,40,5.0
2010,REPUBLICANOS*,DEPUTADO FEDERAL,7,446,1.57,0,19,0.0
2014,AGIR*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,AGIR*,DEPUTADO ESTADUAL,10,1035,0.97,0,46,0.0
2014,AGIR*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2014,AVANTE*,DEPUTADO ESTADUAL,14,1035,1.35,0,46,0.0
2014,AVANTE*,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2014,CIDADANIA*,DEPUTADO ESTADUAL,22,1035,2.13,1,46,2.17
2014,CIDADANIA*,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2014,DC*,DEPUTADO ESTADUAL,9,1035,0.87,1,46,2.17
2014,DC*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2014,DEM*,DEPUTADO ESTADUAL,45,1035,4.35,1,46,2.17
2014,DEM*,DEPUTADO FEDERAL,21,513,4.09,1,22,4.55
2014,MDB*,DEPUTADO DISTRITAL,3,24,12.5,0,0,0.0
2014,MDB*,DEPUTADO ESTADUAL,139,1035,13.43,6,46,13.04
2014,MDB*,DEPUTADO FEDERAL,65,513,12.67,3,22,13.64
2014,MOBILIZA*,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2014,MOBILIZA*,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2014,PATRIOTA*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PATRIOTA*,DEPUTADO ESTADUAL,14,1035,1.35,1,46,2.17
2014,PATRIOTA*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2014,PC DO B,DEPUTADO ESTADUAL,25,1035,2.42,2,46,4.35
2014,PC DO B,DEPUTADO FEDERAL,10,513,1.95,1,22,4.55
2014,PDT,DEPUTADO DISTRITAL,3,24,12.5,0,0,0.0
2014,PDT,DEPUTADO ESTADUAL,57,1035,5.51,3,46,6.52
2014,PDT,DEPUTADO FEDERAL,20,513,3.9,1,22,4.55
2014,PHS*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PHS*,DEPUTADO ESTADUAL,10,1035,0.97,1,46,2.17
2014,PHS*,DEPUTADO FEDERAL,5,513,0.97,1,22,4.55
2014,PL*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PL*,DEPUTADO ESTADUAL,45,1035,4.35,2,46,4.35
2014,PL*,DEPUTADO FEDERAL,34,513,6.63,2,22,9.09
2014,PP*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PP*,DEPUTADO ESTADUAL,50,1035,4.83,2,46,4.35
2014,PP*,DEPUTADO FEDERAL,38,513,7.41,0,22,0.0
2014,PPL,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PPL,DEPUTADO ESTADUAL,3,1035,0.29,0,46,0.0
2014,PROS,DEPUTADO ESTADUAL,30,1035,2.9,12,46,26.09
2014,PROS,DEPUTADO FEDERAL,11,513,2.14,3,22,13.64
2014,PRP,DEPUTADO ESTADUAL,12,1035,1.16,1,46,2.17
2014,PRP,DEPUTADO FEDERAL,3,513,0.58,0,22,0.0
2014,PRTB*,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2014,PRTB*,DEPUTADO ESTADUAL,8,1035,0.77,0,46,0.0
2014,PRTB*,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2014,PSB,DEPUTADO ESTADUAL,63,1035,6.09,0,46,0.0
2014,PSB,DEPUTADO FEDERAL,34,513,6.63,0,22,0.0
2014,PSC,DEPUTADO ESTADUAL,35,1035,3.38,1,46,2.17
2014,PSC,DEPUTADO FEDERAL,13,513,2.53,0,22,0.0
2014,PSD,DEPUTADO ESTADUAL,73,1035,7.05,2,46,4.35
2014,PSD,DEPUTADO FEDERAL,36,513,7.02,0,22,0.0
2014,PSDB,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PSDB,DEPUTADO ESTADUAL,96,1035,9.28,1,46,2.17
2014,PSDB,DEPUTADO FEDERAL,54,513,10.53,1,22,4.55
2014,PSL,DEPUTADO ESTADUAL,16,1035,1.55,1,46,2.17
2014,PSL,DEPUTADO FEDERAL,1,513,0.19,1,22,4.55
2014,PSOL,DEPUTADO ESTADUAL,12,1035,1.16,1,46,2.17
2014,PSOL,DEPUTADO FEDERAL,5,513,0.97,0,22,0.0
2014,PT,DEPUTADO DISTRITAL,4,24,16.67,0,0,0.0
2014,PT,DEPUTADO ESTADUAL,106,1035,10.24,2,46,4.35
2014,PT,DEPUTADO FEDERAL,69,513,13.45,4,22,18.18
2014,PTB,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PTB,DEPUTADO ESTADUAL,38,1035,3.67,0,46,0.0
2014,PTB,DEPUTADO FEDERAL,25,513,4.87,1,22,4.55
2014,PTN,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PTN,DEPUTADO ESTADUAL,17,1035,1.64,1,46,2.17
2014,PTN,DEPUTADO FEDERAL,4,513,0.78,0,22,0.0
2014,PV,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,PV,DEPUTADO ESTADUAL,25,1035,2.42,1,46,2.17
2014,PV,DEPUTADO FEDERAL,8,513,1.56,0,22,0.0
2014,REPUBLICANOS*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,REPUBLICANOS*,DEPUTADO ESTADUAL,32,1035,3.09,1,46,2.17
2014,REPUBLICANOS*,DEPUTADO FEDERAL,21,513,4.09,1,22,4.55
2014,SOLIDARIEDADE*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2014,SOLIDARIEDADE*,DEPUTADO ESTADUAL,21,1035,2.03,2,46,4.35
2014,SOLIDARIEDADE*,DEPUTADO FEDERAL,15,513,2.92,1,22,4.55
2018,AGIR*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,AGIR*,DEPUTADO ESTADUAL,10,1035,0.97,0,46,0.0
2018,AGIR*,DEPUTADO FEDERAL,2,513,0.39,0,22,0.0
2018,AVANTE*,DEPUTADO DISTRITAL,2,24,8.33,0,0,0.0
2018,AVANTE*,DEPUTADO ESTADUAL,13,1035,1.26,0,46,0.0
2018,AVANTE*,DEPUTADO FEDERAL,7,513,1.36,0,22,0.0
2018,CIDADANIA*,DEPUTADO ESTADUAL,22,1035,2.13,1,46,2.17
2018,CIDADANIA*,DEPUTADO FEDERAL,8,513,1.56,0,22,0.0
2018,DC*,DEPUTADO ESTADUAL,10,1035,0.97,0,46,0.0
2018,DC*,DEPUTADO FEDERAL,1,513,0.19,0,22,0.0
2018,DEM*,DEPUTADO ESTADUAL,53,1035,5.12,1,46,2.17
2018,DEM*,DEPUTADO FEDERAL,29,513,5.65,0,22,0.0
2018,MDB*,DEPUTADO DISTRITAL,1,24,4.17,0,0,0.0
2018,MDB*,DEPUTADO ESTADUAL,92,1035,8.89,4,46,8.7
2018,MDB*,DEPUTADO FEDERAL,34,513,6.63,1,22,4.55
2018,MOBILIZA*,DEPUTADO ESTADUAL,6,1035,0.58,0,46,0.0
